,Filename,RelFreq X,RelFreq NUM,RelFreq SPACE,RelFreq NOUN,RelFreq PUNCT,RelFreq ADV,RelFreq ADP,RelFreq DET,RelFreq PRON,RelFreq VERB,RelFreq AUX,RelFreq ADJ,RelFreq PROPN,RelFreq CCONJ,RelFreq SCONJ,RelFreq PART,No. Unique PER,No. Unique LOC,No. Unique ORG,RelFreq SYM,RelFreq INTJ
0,0128.a5.txt,0.00861244019138756,0.0066985645933014355,0.0066985645933014355,0.1923444976076555,0.08229665071770335,0.04784688995215311,0.10622009569377991,0.13014354066985645,0.05645933014354067,0.11291866028708133,0.04401913875598086,0.08229665071770335,0.03636363636363636,0.03444976076555024,0.02583732057416268,0.026794258373205742,0,6,1,,
1,2048.a5.txt,0.006696428571428571,0.008928571428571428,0.010416666666666666,0.14657738095238096,0.13020833333333334,0.033482142857142856,0.109375,0.09300595238095238,0.05133928571428571,0.07142857142857142,0.044642857142857144,0.09672619047619048,0.0974702380952381,0.049107142857142856,0.018601190476190476,0.03125,0,1,10,0.000744047619047619,
2,2066.a5.txt,0.008442776735459663,0.0028142589118198874,0.017823639774859287,0.21388367729831145,0.09099437148217636,0.028142589118198873,0.1050656660412758,0.09380863039399624,0.06378986866791744,0.11444652908067542,0.06848030018761726,0.08067542213883677,0.025328330206378986,0.03283302063789869,0.03095684803001876,0.0225140712945591,0,1,1,,
3,1112.a5.txt,0.006736526946107785,0.0037425149700598802,0.008233532934131737,0.1968562874251497,0.10553892215568862,0.051646706586826345,0.10254491017964072,0.08532934131736528,0.07260479041916168,0.10778443113772455,0.05688622754491018,0.10104790419161677,0.008233532934131737,0.030688622754491017,0.03293413173652695,0.029191616766467067,0,0,0,,
4,1005.a5.txt,0.0069124423963133645,0.014592933947772658,0.009984639016897081,0.17895545314900155,0.07987711213517665,0.03456221198156682,0.12672811059907835,0.10752688172043011,0.06989247311827956,0.10061443932411675,0.05145929339477726,0.0576036866359447,0.07142857142857142,0.029953917050691243,0.02304147465437788,0.03686635944700461,0,0,5,,
5,0104.a5.txt,0.00800711743772242,0.0071174377224199285,0.010676156583629894,0.19217081850533807,0.11476868327402136,0.036476868327402136,0.10498220640569395,0.09519572953736655,0.050711743772241996,0.09074733096085409,0.08451957295373666,0.06672597864768683,0.042704626334519574,0.03113879003558719,0.03202846975088968,0.03202846975088968,0,3,4,,
6,1050.a5.txt,0.008946322067594433,0.002982107355864811,0.006958250497017893,0.1679920477137177,0.10238568588469185,0.04771371769383698,0.10238568588469185,0.09343936381709742,0.08250497017892644,0.110337972166998,0.0536779324055666,0.07256461232604373,0.06461232604373758,0.04473161033797217,0.015904572564612324,0.02286282306163022,0,4,2,,
7,1070.a5.txt,0.009892086330935251,0.014388489208633094,0.007194244604316547,0.13489208633093525,0.11420863309352518,0.03147482014388489,0.08723021582733813,0.09982014388489209,0.08902877697841727,0.11420863309352518,0.05755395683453238,0.07464028776978417,0.07284172661870504,0.03327338129496403,0.03597122302158273,0.022482014388489208,0,2,6,,0.0008992805755395684
8,1022.a5.txt,0.007957559681697613,0.011494252873563218,0.007073386383731211,0.23076923076923078,0.09106984969053934,0.04597701149425287,0.10167992926613616,0.07780725022104333,0.05481874447391689,0.1184792219274978,0.04862953138815208,0.10167992926613616,0.008841732979664015,0.04420866489832007,0.019451812555260833,0.030061892130857647,0,0,1,,
9,2007.a5.txt,0.012154696132596685,0.0055248618784530384,0.011049723756906077,0.1580110497237569,0.12154696132596685,0.05303867403314917,0.12265193370165746,0.1005524861878453,0.06298342541436464,0.08397790055248619,0.05414364640883978,0.06961325966850829,0.0707182320441989,0.02983425414364641,0.026519337016574586,0.017679558011049725,0,4,2,,
